key1,key2,penalty
ju,iy,0.0009818281
cj,mr,0.003918058
fm,hx,0.0026664876
hs,b',0.002867435
mp,nv,0.005345713
av,jz,0.0006782379
vy,dz,0.00093976886
dh,iv,0.0024041077
lt,sx,0.00441618
gm,en,0.0029599257
ei,ay,0.0057826405
eq,ft,0.004806591
bv,kx,0.00093689933
gi,ly,0.0015858553
be,uy,0.0014902097
kr,f',0.00124055
nv,ox,0.0019806323
bi,a',0.0012295304
dn,ju,0.005496193
ac,dl,0.0056632985
fq,x',0.00010690752
cd,ah,0.003911062
ot,fu,0.0015692423
gi,el,0.0027698672
ij,sz,0.0009123322
ah,gk,0.0032320933
gp,os,0.0025450492
de,az,0.0024559558
go,er,0.0037705656
eq,dw,0.0026418567
km,lr,0.00651232
qr,ex,0.0006481159
de,x',0.002278578
eh,cn,0.0047440375
gn,at,0.0055170343
fi,ey,0.0100675635
au,pz,0.004568603
kl,ot,0.0025190776
bp,gy,0.0035371617
rv,bw,0.007044155
qt,ex,0.0006478408
ac,nx,0.002276526
cj,nr,0.009160344
ew,kz,0.0009786998
kw,xz,0.0008697377
wy,az,0.001363006
ly,pz,0.0011790127
eh,ky,0.0027394262
ei,hj,0.005480487
no,ey,0.012490769
hn,sz,0.003671219
ck,lm,0.004804084
iw,hy,0.0015988604
lo,cz,0.0013015992
jw,bx,0.00082088704
gs,q',0.0038219711
cv,ew,0.001636158
tv,g',0.0010323696
qw,gx,0.00041577042
oy,nz,0.0018350799
bd,gz,0.0021688659
bn,fx,0.0016698884
ab,cy,0.0019071291
tv,s',0.0010378037
ej,cu,0.0009390291
ap,fx,0.0017207388
fr,b',0.0055989786
bn,dz,0.0019587202
mt,iy,0.0059196246
ak,fs,0.005927898
mq,py,0.00085964793
pu,e',0.0007549622
fj,nt,0.01995342
jw,i',0.00050260825
ep,kr,0.0027617423
em,qz,0.001647307
fl,iq,0.0026046028
eo,qv,0.009336847
ho,ps,0.0050355657
mp,kz,0.0038547309
dn,gt,0.008943758
at,ux,0.0019721705
ru,b',0.0016035343
dq,ux,0.00042583747
bt,mz,0.002988488
aq,lw,0.002178631
lw,qy,0.0021367876
gu,i',0.0004922947
jk,st,0.025023071
jl,go,0.0013019886
at,kz,0.0018567471
ov,cx,0.0009471597
cg,bq,0.0023808053
tw,h',0.009221518
fg,uy,0.0018496432
kn,gw,0.0027917246
ik,ls,0.004514235
go,kv,0.0016364118
gq,du,0.0007264374
ek,ru,0.002859225
st,ow,0.02648895
ls,aw,0.0046380474
mp,ow,0.0052387468
ip,bs,0.0036570013
fr,ls,0.009947881
fi,dr,0.0066949674
qr,iy,0.0008643203
su,av,0.0013260223
ak,bt,0.0034406364
px,uy,0.0008073975
eh,q',0.002290187
ah,jk,0.0022212886
hk,fw,0.0031829977
ar,cs,0.006560393
ns,ay,0.022208683
bc,ef,0.0032764326
or,mv,0.0029855194
qs,w',0.00019426482
tx,qy,0.00085756846
el,km,0.0037394085
jo,nx,0.0009648471
gk,hu,0.0019266035
ij,mv,0.0016021171
ko,iq,0.00051794323
nu,dw,0.0032103162
rt,hu,0.005304015
ad,tx,0.0022518535
bu,wz,0.0006194109
op,rs,0.007897758
ci,fs,0.006396391
ct,w',0.0032840527
gh,sz,0.0019704266
op,bs,0.0045740088
iv,rw,0.002223344
nq,l',0.00019881077
gh,pq,0.0015018105
bl,p',0.0025571715
bf,gk,0.0033923718
jl,pt,0.0034893248
ir,jx,0.0015781982
bs,cz,0.0028672782
cq,nw,0.002158038
fj,sx,0.0011599658
gi,k',0.00062999723
em,fp,0.0032561785
mo,qr,0.0015219767
dr,vz,0.0060615805
ht,wz,0.002394665
fu,hz,0.00062299136
be,du,0.0016901891
bg,d',0.0017188654
qs,hy,0.0012033861
iu,ev,0.0041798484
am,ux,0.0017680787
bo,st,0.027910966
mv,xy,0.0016753356
ci,kn,0.003024528
go,it,0.0020518126
jq,ot,0.0012080673
pr,qt,0.0022971393
rv,l',0.0017347214
tx,k',0.0007909255
az,h',0.00016564722
av,mw,0.0061520142
de,oq,0.0023897693
ip,fq,0.0010620839
lr,qv,0.0044621327
nt,av,0.019927368
rt,xz,0.0047825575
bw,ey,0.018177072
az,c',0.00017884596
di,fu,0.0016569104
hp,jq,0.0021190085
lq,p',0.00014893696
ks,mu,0.0022348282
du,l',0.00064685143
bh,nq,0.007248678
ch,sw,0.0055943984
dn,vy,0.0056623206
ik,pt,0.003274052
eg,fw,0.003090863
ap,y',0.0014605349
bd,cq,0.0020472144
kp,at,0.0029622891
bh,tw,0.016384931
gu,wy,0.0016479885
hu,oy,0.0020814466
kn,x',0.0016121824
cg,lw,0.0043587917
ac,mt,0.006845527
tu,gx,0.0009920738
eg,aj,0.0014772011
qw,nz,0.00037587725
sw,hx,0.0033333662
bi,dx,0.0013643496
gm,cq,0.0016340028
ij,ox,0.00066150376
gs,mz,0.0041228975
eh,by,0.0031563358
fl,gy,0.0035071752
ho,d',0.000847693
ds,my,0.015483496
fv,dx,0.001644477
bk,lp,0.0038152565
cl,a',0.0019336159
gp,is,0.0034843043
lp,bu,0.003402672
cr,dx,0.0030220614
at,lw,0.0038298878
km,n',0.0016498654
in,dv,0.002453674
eh,gs,0.0062888777
ae,fz,0.008647708
io,gz,0.016116632
lq,fu,0.00051691657
hs,t',0.0029582395
ef,lp,0.0039166072
hm,vw,0.005316939
mr,x',0.0032824634
dp,nw,0.0047875196
eq,k',0.00012359174
nr,iy,0.009344592
bs,ix,0.0029960677
dt,k',0.006778111
ct,lv,0.0043877093
gt,ew,0.0043333992
dx,cz,0.0008209397
bk,ft,0.005578126
en,hw,0.0099801505
cm,np,0.0052027074
fp,kw,0.0023740868
bd,kt,0.003576079
ei,fn,0.018534375
kq,pv,0.00089235895
gp,sv,0.0026030145
at,mu,0.002453276
em,fu,0.0020327747
nx,ez,0.0008059836
hn,et,0.0068538855
kn,ax,0.0021171246
mp,tz,0.0041903183
pq,lt,0.0038557856
ru,tx,0.002360184
bx,kz,0.0005578513
dn,ep,0.0067562168
ox,az,0.0004783745
gr,ow,0.0031357121
pv,f',0.00080322503
bl,ju,0.0027736023
oq,mt,0.0051240553
dm,qr,0.004308185
uw,ny,0.005417174
dg,hj,0.004278825
lm,bs,0.0066764294
uv,m',0.0004306894
hm,by,0.005530094
gh,pu,0.0020494442
gk,al,0.0029868637
bq,fr,0.005676316
fk,cu,0.0025143318
kl,os,0.0025639916
fg,ir,0.0029070284
ad,nv,0.0032190518
ef,pu,0.0016196547
hn,vw,0.0037134986
ak,gl,0.0032937701
ep,uz,0.0015585185
ad,oz,0.0015994799
dp,ns,0.02426353
eu,sv,0.003488662
cq,fw,0.0020681873
jv,tz,0.00084257795
aw,dz,0.001129731
iq,aw,0.0006945289
fm,it,0.0038721992
ef,nx,0.0016180782
jk,iy,0.0011632516
go,pq,0.00072908186
jt,nx,0.0014108208
fp,au,0.006358979
fk,qr,0.0020009666
bl,cx,0.002955331
bp,qv,0.0025207484
ab,np,0.0030699337
nq,xz,0.00022223046
es,c',0.0025024838
go,vw,0.0012178838
fi,pt,0.003578302
dl,wx,0.0042031165
qs,z',0.000182834
dt,hw,0.015869798
rt,su,0.0056589823
lu,hv,0.001111982
jw,v',0.0004534059
nr,ku,0.008825501
fn,pq,0.013428055
cs,dy,0.0065117907
bc,fi,0.003040873
fs,et,0.009171133
np,av,0.0025760445
gh,v',0.0013903622
do,wz,0.0011535188
it,py,0.0021338318
bc,av,0.0028270732
gr,jz,0.0016997928
hv,xy,0.0009337796
as,ex,0.003409379
mx,cy,0.001194808
nx,i',0.0007025041
gh,kn,0.0030236861
em,pw,0.0033560034
uv,fy,0.0012903514
cj,em,0.0021686917
bi,cl,0.0027142977
dl,am,0.0054591396
el,pt,0.0051037385
em,nv,0.003280082
df,lt,0.0051926784
hi,xy,0.0012681897
is,ry,0.0039937412
nt,z',0.019317731
ab,de,0.0036403679
an,bu,0.0018814368
lq,gx,0.00043698918
jq,ly,0.0010360498
pr,ks,0.0038305712
hv,d',0.00056579174
kv,iz,0.0011479426
kr,b',0.0012686035
de,cx,0.002756599
eq,gz,0.00035199095
ds,tw,0.022148637
ci,q',0.0010703554
cf,em,0.0037038075
cl,ov,0.002384031
jo,hu,0.00084733387
jo,fv,0.0013827424
cq,su,0.0008800544
mr,wz,0.0034289723
st,h',0.024617555
bc,el,0.0044277655
cq,ls,0.004106595
pr,my,0.00477903
il,ju,0.0014610133
qs,lu,0.00078247703
ju,cw,0.0033918342
gv,by,0.0013815606
hw,ox,0.008861178
ap,jv,0.0018013517
ef,kv,0.0019810651
no,x',0.0030597695
fq,ou,0.0030640417
lw,ux,0.0023469
qt,ly,0.0010758063
kq,p',0.00013509522
bz,c',0.00027523813
dh,nu,0.0024929377
dl,gn,0.007796477
fn,cz,0.01357432
cw,g',0.003166121
ap,t',0.0015034252
kp,ex,0.001753921
dg,oq,0.0038330476
in,gx,0.0017112716
rw,tx,0.002417764
it,fw,0.0033607623
hj,kt,0.002099195
it,x',0.0013660063
hk,cq,0.0013569335
st,ju,0.02485975
dh,el,0.004061573
gi,kp,0.0018878038
rx,cy,0.0014255149
cf,lz,0.0021697308
jn,ir,0.0019966385
am,k',0.0014773492
gk,eq,0.0014975992
ab,ty,0.007110645
du,v',0.00059011136
mv,g',0.0012851929
em,vz,0.0017462602
eq,uz,0.00021682167
dp,fv,0.0037790793
cv,dy,0.003255678
jv,fz,0.00048148312
fp,ux,0.001878519
am,is,0.0038342841
hq,iu,0.0037899222
jq,rt,0.004774299
iq,ou,0.003053552
iu,n',0.003784689
ci,gj,0.0016780694
aw,sy,0.004087293
fu,ix,0.00077895966
fp,qw,0.0016796935
ik,tx,0.0012222441
jk,no,0.0034818824
np,jr,0.002719619
em,hp,0.0038132842
im,l',0.0012607533
gs,n',0.003957685
fi,w',0.0007322504
km,fy,0.002648591
qu,ix,0.00046435517
mt,ru,0.006678263
di,vx,0.0015128063
mn,io,0.020925226
ik,es,0.0029915257
gq,ix,0.0005113573
an,jx,0.0015025444
iq,jy,0.00046569362
ac,wx,0.0019728867
ds,tx,0.013621627
aj,uw,0.00076886
cj,tv,0.0015536326
kt,wx,0.0018908582
en,av,0.0021657355
fi,gl,0.0033198593
gk,mo,0.0028598958
ik,f',0.0004504565
np,cu,0.002657898
km,tx,0.0023547765
mt,cy,0.0058163665
st,mw,0.030435083
cl,jr,0.002488718
ov,ky,0.0009483845
fh,ru,0.0034807054
jm,uz,0.0013218876
eh,ru,0.004095561
cn,jp,0.003141531
hj,iv,0.0011108934
in,hz,0.0016049466
cq,kt,0.0016672664
ef,bk,0.0018380998
bl,iz,0.0026620084
fl,cs,0.007055136
bi,qz,0.0008362183
ij,cp,0.002892256
km,lu,0.0021405062
it,ez,0.0015445885
no,y',0.0030722653
nw,fx,0.0022953223
nr,ux,0.008781517
mw,z',0.0055907513
qr,kw,0.00090087455
lo,kp,0.0023388523
kt,qu,0.0016342521
nt,bu,0.019838922
bh,fi,0.007863179
gi,s',0.0006527165
dh,gn,0.005663133
ak,jn,0.0013100716
fo,wy,0.0017665795
nq,fw,0.0020786482
nt,iw,0.019941362
af,nq,0.0008755093
fk,s',0.0019113284
tv,dz,0.0015469721
dq,az,0.0002900325
cx,r',0.00049621164
mx,sy,0.0039021154
cn,tz,0.0028693646
tw,lx,0.009754183
ep,gr,0.003121016
ln,ko,0.0044885506
ci,tw,0.010328785
jm,rt,0.00596402
bj,iy,0.0015803829
eo,fp,0.011555096
lq,vw,0.0007037828
ls,cw,0.0073102172
bl,cz,0.0027751282
nr,qu,0.008576548
am,ju,0.0017418982
jo,iu,0.0040167696
es,xy,0.0028668027
fh,uv,0.002276115
sy,w',0.0034728618
xy,qz,0.0004683679
ij,op,0.0021368607
qw,ez,0.00025257308
hu,cy,0.0013053506
jl,hy,0.0016943857
qs,f',0.00019470308
ks,ew,0.002333973
bg,kq,0.0017778705
ci,qw,0.0011740866
bo,mt,0.008189158
nr,ov,0.009044537
mq,jt,0.0008435741
dr,ht,0.008449281
nt,jv,0.019729797
rs,jv,0.006264926
ps,cx,0.0045636976
bv,ix,0.001053343
go,sy,0.0041046864
dg,kr,0.005100421
gi,ry,0.0024703774
iv,oy,0.002128698
nq,aw,0.0007184967
mv,nx,0.0019694143
af,jy,0.0010997866
pt,k',0.0028108754
ot,ru,0.0028996156
mr,hy,0.0043465346
el,qv,0.0021418142
bk,iq,0.00096904126
jm,fs,0.0064477716
fj,ez,0.00069328106
an,r',0.0013901913
bm,is,0.0113116475
eq,hw,0.008652982
av,d',0.00058596634
ls,qu,0.004074157
qx,oy,0.0016139832
qu,g',0.00011984948
ce,pr,0.0037490353
kv,jz,0.0011503292
ix,c',0.00039677828
kz,a',0.0002890307
do,uw,0.0014197927
gh,uy,0.0017599385
jk,wy,0.0016512248
dq,rw,0.0017562308
ct,hu,0.0038591267
hv,px,0.00097262603
en,jz,0.001519152
nq,tu,0.0008482201
jt,sw,0.003803644
gu,r',0.00051010627
cd,hu,0.0025617948
hj,ku,0.0008400005
df,cm,0.004402223
cn,hs,0.0053193034
il,r',0.0012793766
eo,t',0.009349489
lr,hv,0.0049845367
ru,tv,0.0026082252
fg,bp,0.003936646
ej,tu,0.0009913231
ln,mu,0.004696531
eq,nu,0.0007663351
hn,aw,0.0045639127
pr,iu,0.0061881766
ch,ex,0.002966993
ij,dx,0.0009245669
dj,gm,0.002237862
qr,oy,0.0016582756
cd,hw,0.010549309
bq,dz,0.0006499908
ms,bw,0.011805619
rs,ku,0.0062443474
gp,ot,0.002493533
dj,fr,0.0062644035
hk,bv,0.0019127036
ks,gt,0.0050201984
eg,cl,0.0030379987
em,qv,0.0016834328
iu,nw,0.0057833814
hp,mu,0.0027665473
ck,nx,0.0014851419
nv,i',0.0017154658
bt,ly,0.0036992487
ce,qu,0.0014556355
bg,dr,0.0077465796
eg,lq,0.001198133
br,js,0.0030684054
ru,kv,0.0025954542
ch,ps,0.0067220684
af,eu,0.0027909747
kq,lt,0.0038412358
bd,gy,0.0032295699
lt,iu,0.007928053
bv,pz,0.0008960648
kv,cy,0.0017838232
fj,bo,0.0036361348
uw,e',0.0005030873
jz,l',0.00020338752
nu,dz,0.0012030565
gm,ly,0.002506682
lw,mz,0.002339012
os,qz,0.0012160911
go,eq,0.00072155776
ef,dn,0.006260751
dm,q',0.0041828393
aj,es,0.0028719546
hs,ey,0.012360387
jl,cm,0.003669491
rx,ty,0.0021457283
eh,ow,0.0041519073
do,jr,0.0017031541
ej,x',0.0003179927
fq,pv,0.00089681067
jp,nu,0.0014112125
eg,pu,0.0017805035
en,ty,0.0029374694
di,cr,0.003736988
jl,su,0.0014330583
by,gz,0.0010334306
ef,cv,0.0018254131
dk,ox,0.002950309
mx,nz,0.0007165583
fn,ep,0.01479396
hi,nq,0.0009851498
eo,cq,0.009379257
gq,bv,0.00081583555
bh,ew,0.00792754
ch,lm,0.006608702
js,cz,0.0009204918
mq,cu,0.0007359027
bj,mr,0.004150127
gm,rz,0.0017837359
ae,np,0.0111288475
cl,gs,0.005763662
gp,nq,0.0013898395
be,mw,0.00668482
mp,gz,0.0039146724
oq,t',0.00015629467
pq,cv,0.0009409228
ae,rv,0.011506524
cm,oz,0.0031067352
gs,bv,0.0045522475
rs,p',0.0059130904
pq,wy,0.0013209558
ot,ly,0.002161019
hv,ax,0.0010272595
dj,hu,0.0012195864
jv,l',0.00039546864
qx,w',0.00008934229
di,uw,0.0016078961
fk,bu,0.0023746025
ty,az,0.0016297777
eu,m',0.0020198042
hw,mz,0.008825244
cq,ex,0.00065116934
gh,ju,0.001629238
bd,ou,0.0052811014
fm,aw,0.003014172
er,sv,0.0044502164
aj,nv,0.002049266
al,hu,0.0021611892
lo,is,0.0033122508
af,ty,0.0022505594
am,cz,0.0017355825
ab,dr,0.007051815
bm,cs,0.013453517
oq,w',0.00011773107
br,ez,0.0025335453
ck,ps,0.005029451
dn,kp,0.006540405
di,ey,0.010586781
js,ot,0.0018678184
ls,cz,0.0042393594
fi,mw,0.0063397214
ct,wy,0.0045340434
hm,iw,0.005318671
bj,an,0.0021679136
gt,fz,0.0035990223
ht,iy,0.003040692
mt,lz,0.0053082705
hm,dp,0.0076426365
qs,ot,0.0013115938
fj,gp,0.0017982287
fg,jv,0.0018006208
gm,ps,0.0059594433
bd,ny,0.0055786157
al,ks,0.0031160526
fn,kx,0.01357665
fn,dz,0.013863565
cl,bx,0.0022196048
gn,ez,0.0039210035
gk,f',0.0014002036
no,hr,0.0059418823
ch,bj,0.003259227
lp,ot,0.0042195665
lp,dw,0.0054992842
gk,bs,0.004087806
gq,wz,0.00028256484
bd,ot,0.0031431774
or,hw,0.010329606
mv,qy,0.00133787
fg,eu,0.0036015685
fh,di,0.003135312
gn,jw,0.004243496
al,ms,0.0081973495
bp,rz,0.0026903672
np,tv,0.003179189
fg,dt,0.008468947
jt,mw,0.0063323257
eg,wx,0.0014273559
al,cn,0.0040022046
qr,a',0.00022722893
lu,rx,0.0012436964
qs,ru,0.0017557389
jv,uy,0.0006947015
sx,pz,0.0008366088
kq,bv,0.00077414233
gx,sz,0.0008985867
nv,z',0.0016523274
ot,jz,0.0012679467
wz,x',0.00014442409
ai,ep,0.036695894
bt,iy,0.0035222522
ft,cy,0.005478473
ix,ry,0.002214063
al,qv,0.0016435086
be,ir,0.002531084
no,pu,0.003765056
ps,mx,0.004559909
kq,xz,0.00018878147
fi,ho,0.0016675083
jl,km,0.0022453526
jl,ov,0.001186509
dr,qu,0.0059932387
hr,ov,0.0033444448
dl,cz,0.0041001216
ei,bo,0.008025075
fo,hx,0.0008272507
bd,ox,0.0022484786
il,fz,0.0013644327
op,bq,0.0018849941
nq,ix,0.0005035638
ck,mn,0.005365266
gs,vz,0.004139148
au,oz,0.00443565
fk,no,0.004982196
cn,eq,0.0024397622
jm,hz,0.0014381752
du,ev,0.0010618387
uv,ty,0.0018765106
ci,em,0.0027727843
dg,b',0.0037655162
fi,kr,0.0019837092
ls,dy,0.006460922
uv,d',0.00044518165
dg,eu,0.006013869
fv,pw,0.0027353647
fj,dq,0.0006686722
bn,iy,0.002223644
do,ns,0.022393765
hm,fn,0.01805233
ep,aw,0.0021277824
hp,w',0.0020480447
lw,mx,0.0024973159
aj,lm,0.0042760153
nq,sy,0.0035974227
cm,pv,0.0038535437
aq,or,0.0018051811
ep,t',0.0014986313
ew,nz,0.0010908335
bh,sw,0.010215271
go,c',0.0006396817
st,v',0.024608137
bn,at,0.003213041
ov,mz,0.00079575914
ow,ky,0.0020233744
em,uv,0.002054762
mx,fy,0.0013256936
bk,as,0.003838931
ux,qz,0.00034457995
an,ly,0.0023873467
bw,xy,0.0057532857
ko,q',0.00041041608
fi,cq,0.0008543875
jk,wz,0.0005416866
fp,hs,0.0047778366
go,ju,0.00086629676
ch,xz,0.002523745
bm,j',0.009045114
hi,bq,0.00096089876
bi,lm,0.0047440347
ko,ns,0.021762991
mo,gp,0.0027889125
nq,js,0.0008073519
io,j',0.015808687
gn,fy,0.004659199
fl,vw,0.003105431
an,h',0.0013210217
ip,cx,0.0014057186
ak,fv,0.0017636976
eo,jt,0.0101755075
ru,by,0.0024098163
mt,gu,0.0055115703
bg,iz,0.0018114892
eh,gv,0.0029058221
iy,kz,0.0009291195
ny,cz,0.0037661393
cf,gl,0.004500667
hk,az,0.0013900137
mq,tu,0.00078465027
tv,ny,0.004545963
ao,lz,0.011039739
ac,lv,0.002702898
ai,kq,0.03506361
my,l',0.0026158197
fm,gs,0.006436635
bc,ep,0.0037928873
fg,qy,0.0015539197
fg,ei,0.0066394284
nr,dx,0.00907666
bt,uw,0.0030979868
kt,jz,0.0016818078
du,r',0.00065796083
dl,jy,0.004213858
ch,jk,0.002840717
ho,cz,0.0010458194
fg,r',0.0015451659
aq,xz,0.00020955474
pq,gu,0.0005513176
kr,iz,0.0013690515
fl,aq,0.0026156907
il,qz,0.0012597492
kl,vz,0.0014874338
qr,uz,0.00022754633
gp,jt,0.002003647
br,wx,0.0027563004
dh,jz,0.0019340548
hs,lx,0.0033289646
ck,br,0.0033078613
ns,x',0.021248188
bf,kt,0.003941741
qs,mx,0.00061578915
gt,bw,0.008882396
eu,cx,0.0024407555
ps,fw,0.006081527
kq,lu,0.00067644066
cm,a',0.0030832267
mp,jx,0.0038511085
is,ly,0.003115075
rt,av,0.005304783
cq,tv,0.0011312752
er,xy,0.0034938215
rs,vw,0.0065708975
mu,jv,0.0010055783
nu,kv,0.0016770612
ew,j',0.000792908
aj,cr,0.0028449425
kl,pv,0.0021522813
mn,lw,0.006521169
bp,tx,0.0032440461
nu,py,0.0014494546
ru,ly,0.0025515582
cv,wz,0.00096801674
kq,ux,0.00038631758
ir,nt,0.021142285
qv,gy,0.0010887973
bf,au,0.007122065
mv,kx,0.0015282781
hw,iz,0.008679417
pu,kw,0.0014207676
kl,cq,0.0014571801
cg,b',0.0023036718
gm,at,0.0032892867
bf,oq,0.0020838378
bc,at,0.0040673055
hp,kq,0.002139635
ir,hs,0.0047102426
hl,ku,0.0028272371
gn,tz,0.004283069
as,ot,0.0074598403
ht,iu,0.0061595086
cv,aw,0.00143251
uw,s',0.00040803466
gh,lm,0.00533226
kt,yz,0.001691752
an,dr,0.007514502
cw,ty,0.0047156513
ir,d',0.0014192625
or,jx,0.0018760711
cr,ow,0.00401723
mr,bu,0.0038114311
ag,tx,0.0016819806
uw,t',0.0004288149
ko,s',0.00044295177
ir,au,0.005876765
gs,pz,0.004048878
hu,y',0.00053310394
ik,lm,0.004418366
fn,mo,0.014765995
bq,ns,0.02136847
hp,tz,0.0025618228
ci,dm,0.0054187975
ip,ov,0.001530668
el,dm,0.0063965954
jm,qx,0.001290845
er,fx,0.0033421789
dn,hs,0.008320741
en,z',0.0013661776
cr,i',0.0024874257
co,dv,0.0021650365
bg,ny,0.0053714723
bk,iz,0.0009980906
hs,gt,0.006537441
cu,b',0.00064881076
bp,kq,0.0025242728
ek,gu,0.0015949771
cx,ny,0.003934588
ah,ei,0.0070781205
bn,ry,0.0033605336
gi,lu,0.0012544055
ae,pw,0.011081697
ac,jz,0.0017628358
ao,rw,0.01314605
im,tu,0.0019218842
io,nx,0.016750012
ms,ez,0.0065666195
gn,bp,0.0063345917
kl,n',0.0014328954
bp,sw,0.005557754
ot,bx,0.0015146589
mq,f',0.00013080187
nw,z',0.0020332246
hq,g',0.00013051835
fn,qv,0.013404397
ru,cx,0.0019998644
br,ox,0.0026899895
jp,m',0.000774692
qt,gw,0.0012592609
de,cq,0.0024087203
aj,w',0.00039421074
kn,dy,0.0040452494
hn,sv,0.00439997
kw,cz,0.0010299723
de,ag,0.0033097109
cj,gx,0.00086157885
mn,py,0.0052063926
gh,dl,0.0052856845
ao,vz,0.010811688
lp,as,0.0060903234
br,sx,0.003004772
gl,no,0.0057280315
mt,ow,0.0066627366
ef,kx,0.0012214753
mp,tu,0.0043874076
hn,ux,0.0033732774
ru,hz,0.0017969689
tu,fx,0.00093071227
bi,eo,0.010113389
px,o',0.00049036345
os,f',0.0011664481
fi,bt,0.0034733056
mr,b',0.0033224663
nu,r',0.000726855
cg,bn,0.0037642797
hn,ir,0.004549893
qt,vw,0.0007107554
lo,x',0.0010298463
ot,nw,0.0032374351
ix,a',0.0004760497
iu,lv,0.0047972356
ry,nz,0.0021332356
ag,dk,0.003559752
bi,hw,0.009334444
es,tz,0.00304546
lt,n',0.0038439229
bv,uw,0.0010610014
ev,gx,0.0007921629
tx,dz,0.0013144881
nz,l',0.0003473441
ms,lu,0.007089532
ct,px,0.0038559074
jm,gp,0.0024907824
ag,iw,0.0015143107
bl,fv,0.003612487
fg,nz,0.0017688123
gk,ux,0.0016763452
ps,iz,0.0042425366
cd,ex,0.002529295
dm,ou,0.007491708
qw,mx,0.0005251446
ek,vx,0.0014113813
ex,yz,0.0006687772
gr,pt,0.004554342
bx,e',0.0005041752
np,hq,0.0020851213
hx,mz,0.0005458036
bc,nw,0.004351313
bh,cp,0.00971512
ln,cs,0.0086486265
gl,dy,0.004956677
jm,lp,0.0041242135
io,fr,0.024819626
pr,hv,0.002730993
dq,ix,0.0005137066
bi,hl,0.0033328836
cd,fz,0.002144915
cg,uy,0.002667051
do,pw,0.002731994
be,nq,0.0012020471
ej,i',0.00037411018
ap,qw,0.0015444133
fr,x',0.0055616586
ft,kv,0.005716506
ei,qr,0.004993777
du,bw,0.0059328517
ew,cx,0.0012200141
du,gy,0.0019774477
ai,ej,0.035295952
gj,mr,0.0039172065
rv,pw,0.0033575103
hl,ap,0.0042140344
ai,eq,0.035063274
rs,lv,0.0070294733
cu,hv,0.0011749368
sv,z',0.0012892787
vw,fx,0.00085241534
cy,xz,0.00084817625
ac,fz,0.0017941357
ru,w',0.0015750041
no,qu,0.0031495297
fh,tv,0.0029271604
ag,ln,0.0050108167
np,sx,0.00262231
fj,tx,0.0013136904
cj,hw,0.009082572
gq,lz,0.00041295754
et,y',0.0032897596
dh,kz,0.0019831464
dp,ks,0.0043069636
rv,ix,0.0020504037
tw,ny,0.0154955
cg,hy,0.0033002277
gh,cv,0.0022214877
my,lz,0.0028280895
ci,av,0.0017355614
aj,or,0.0021695
dk,j',0.0026211194
ot,iv,0.0017697271
il,yz,0.0013489034
be,iw,0.0016928178
bc,a',0.002363784
af,hm,0.005488778
ei,y',0.004868135
dj,kx,0.0009531899
fg,hw,0.0100213215
dg,uy,0.004112255
ck,lw,0.0029249159
aq,es,0.002590557
ru,sz,0.002149716
qt,ey,0.009456985
ly,o',0.0010024296
rz,m',0.0002833737
bd,qz,0.0019710956
gj,z',0.00058917335
jx,my,0.0027370541
st,vx,0.02491365
fr,ht,0.007868012
ef,wy,0.0021773889
jm,bn,0.002667344
ar,js,0.0027995058
br,o',0.0024121446
pr,hs,0.005219661
lt,ey,0.013260538
el,pv,0.0029002938
cu,kw,0.001406442
ft,cw,0.007887939
cu,by,0.0014181765
el,kv,0.0030895022
bo,ls,0.0071934974
du,iz,0.00072307524
fo,ap,0.0020952774
eu,l',0.0020550124
nu,f',0.0006620123
hv,rz,0.00077760697
dz,a',0.0006437009
bk,hr,0.0036902085
cd,iu,0.005925858
cq,pv,0.00091780646
dt,ev,0.0074457494
mo,gr,0.0030990578
bc,mp,0.006006976
cd,gs,0.005911061
be,jt,0.0018288253
gh,bx,0.0017580707
di,nt,0.020642295
do,n',0.0011108649
mo,nv,0.0030703507
fq,n',0.00020273155
bn,go,0.0021038493
iq,gw,0.0012479612
di,cl,0.0031602625
bk,op,0.0026637653
kr,o',0.0012783386
kr,lt,0.005127834
pr,lv,0.0032473125
ps,tv,0.005221645
dm,lx,0.004698796
aj,c',0.00040911188
fo,lw,0.0026769575
be,jn,0.0016684297
ej,ry,0.0021886735
au,ly,0.005372073
rs,z',0.005862061
ov,m',0.0005430221
tw,nz,0.00949861
ux,my,0.0028387872
ce,p',0.0013971102
dj,or,0.0024749846
bl,xz,0.0026105805
ik,mq,0.00056480616
bl,io,0.019132817
dn,ev,0.0057497323
jn,iz,0.00075584906
pu,rz,0.0008920799
in,lz,0.0016680552
ln,ft,0.009016811
gn,pv,0.004590251
eo,kz,0.009479841
fs,e',0.005324123
lw,dy,0.004451234
ck,rt,0.0058082445
ij,c',0.00036244805
du,a',0.00068797613
rv,g',0.0016966524
ry,e',0.0019758816
dr,cx,0.006350934
io,uw,0.016210862
dn,sv,0.006666362
mr,au,0.008936182
fm,ho,0.003216803
bc,yz,0.0024072547
cd,qz,0.002038624
bl,pw,0.0042096805
dh,oq,0.0019050065
cl,g',0.0018529751
ek,gv,0.0017285804
eq,nv,0.0017618035
ns,wy,0.02255416
dt,cu,0.0074378643
ls,mu,0.0047365963
jv,dy,0.0026816714
fy,l',0.0009553035
em,rz,0.0018665964
ks,jw,0.0019477677
bd,aj,0.002330622
